City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
546,Ahuimanu,21.4447,-157.8378,79.86,69,100,11.5,overcast clouds,US,2022-05-22 19:37:06
547,Topeka,39.0483,-95.678,67.89,41,0,11.5,clear sky,US,2022-05-22 19:37:01
548,Mount Isa,-20.7333,139.5,58.77,82,0,3.44,clear sky,AU,2022-05-22 19:37:07
549,Aguimes,27.9054,-15.4461,69.66,64,40,25.32,scattered clouds,ES,2022-05-22 19:37:07
550,Wilmington,34.2257,-77.9447,86.0,64,0,10.36,clear sky,US,2022-05-22 19:34:58
551,Ipoti,7.8738,5.0769,70.27,95,95,6.51,overcast clouds,NG,2022-05-22 19:37:07
552,Kashi,39.4547,75.9797,65.41,45,75,20.13,broken clouds,CN,2022-05-22 19:37:08
553,Ati,13.2154,18.3353,91.49,12,99,14.18,overcast clouds,TD,2022-05-22 19:37:08
554,Punta Alta,-38.8759,-62.0736,62.06,40,100,17.54,overcast clouds,AR,2022-05-22 19:37:08
555,Acapulco,16.8634,-99.8901,84.02,65,100,9.22,overcast clouds,MX,2022-05-22 19:34:32
556,Hudson Bay,52.85,-102.3842,60.75,29,98,11.43,overcast clouds,CA,2022-05-22 19:37:09
557,Omsukchan,62.5333,155.8,32.43,98,100,7.72,overcast clouds,RU,2022-05-22 19:37:09
558,Talen,23.5667,76.7167,85.75,53,28,18.39,scattered clouds,IN,2022-05-22 19:38:09
559,Pierre,44.3683,-100.351,61.05,32,0,10.0,clear sky,US,2022-05-22 19:37:44
560,Gorey,52.6747,-6.2925,57.58,89,41,9.06,scattered clouds,IE,2022-05-22 19:38:10
561,Gandajika,-6.75,23.95,72.61,74,99,4.41,overcast clouds,CD,2022-05-22 19:38:10
562,Bereda,43.2686,-7.5406,62.42,99,100,3.02,overcast clouds,ES,2022-05-22 19:38:10
563,Saint George,37.1041,-113.5841,85.62,10,0,5.99,clear sky,US,2022-05-22 19:37:41
564,Mwinilunga,-11.7358,24.4293,60.4,59,56,5.1,broken clouds,ZM,2022-05-22 19:34:14
565,Manokwari,-0.8667,134.0833,78.51,73,86,4.43,overcast clouds,ID,2022-05-22 19:38:11
566,Matay,28.419,30.7792,75.06,25,0,9.06,clear sky,EG,2022-05-22 19:38:11
567,Chancay,-11.5714,-77.2672,67.95,75,73,5.86,broken clouds,PE,2022-05-22 19:38:11
568,Mulchen,-37.7167,-72.2333,49.86,95,100,9.93,heavy intensity rain,CL,2022-05-22 19:38:12
569,Tonekabon,36.8163,50.8738,60.75,52,17,3.78,few clouds,IR,2022-05-22 19:38:12
570,Vaitape,-16.5167,-151.75,80.65,73,11,15.14,few clouds,PF,2022-05-22 19:38:12
571,Thinadhoo,0.5333,72.9333,83.66,75,87,12.06,overcast clouds,MV,2022-05-22 19:38:13
572,Northam,51.0333,-4.2167,56.61,90,100,7.38,overcast clouds,GB,2022-05-22 19:38:13
573,Ullapool,57.8987,-5.1604,53.35,96,100,3.44,heavy intensity rain,GB,2022-05-22 19:38:13
574,Nonoichi,36.5333,136.6167,60.58,93,3,3.02,clear sky,JP,2022-05-22 19:38:14
575,Tabuk,17.4189,121.4443,74.55,94,100,1.83,overcast clouds,PH,2022-05-22 19:38:14
576,Kagay,6.0088,120.9074,78.33,87,100,4.25,overcast clouds,PH,2022-05-22 19:38:14
577,Dehloran,32.6941,47.2679,91.72,9,0,5.41,clear sky,IR,2022-05-22 19:38:15
578,Sisimiut,66.9395,-53.6735,33.76,82,99,14.07,overcast clouds,GL,2022-05-22 19:38:15
579,Centralia,46.7162,-122.9543,69.35,55,0,3.44,clear sky,US,2022-05-22 19:37:17
580,San Carlos De Bariloche,-41.1456,-71.3082,42.24,65,40,9.22,scattered clouds,AR,2022-05-22 19:38:15
581,Hudiksvall,61.729,17.1036,42.87,67,24,4.59,few clouds,SE,2022-05-22 19:38:16
582,Norrkoping,58.5942,16.1826,55.98,57,33,6.91,scattered clouds,SE,2022-05-22 19:38:16
583,Pacific Grove,36.6177,-121.9166,69.39,80,20,10.36,few clouds,US,2022-05-22 19:38:16
584,Coos Bay,43.3665,-124.2179,69.31,88,0,8.05,clear sky,US,2022-05-22 19:37:29
585,Coachella,33.6803,-116.1739,92.61,27,0,4.61,clear sky,US,2022-05-22 19:38:17
586,Sawakin,19.1059,37.3321,82.81,64,2,11.27,clear sky,SD,2022-05-22 19:38:17
587,Vernashen,39.7924,45.3639,55.18,50,53,5.5,broken clouds,AM,2022-05-22 19:38:17
588,Lilongwe,-13.9669,33.7873,68.81,57,100,5.1,overcast clouds,MW,2022-05-22 19:38:18
589,Camacha,33.0833,-16.3333,65.62,64,20,11.5,few clouds,PT,2022-05-22 19:38:18
590,Myskhako,44.6714,37.7433,55.18,82,100,3.42,overcast clouds,RU,2022-05-22 19:38:18
591,Aviles,43.5547,-5.9248,62.19,98,100,18.41,overcast clouds,ES,2022-05-22 19:38:18
592,Marathon,44.9,-89.7668,52.84,50,100,9.22,overcast clouds,US,2022-05-22 19:38:19
593,Cove,7.221,2.3402,76.08,85,100,2.15,overcast clouds,BJ,2022-05-22 19:38:19
594,Khani,41.9563,42.9566,56.77,61,99,5.3,light rain,GE,2022-05-22 19:38:19
595,Xuddur,4.1213,43.8894,79.47,63,100,16.96,overcast clouds,SO,2022-05-22 19:38:20
596,Maumere,-8.6199,122.2111,78.75,79,78,3.62,broken clouds,ID,2022-05-22 19:38:20
597,Shimoda,34.6667,138.95,64.35,84,17,8.97,few clouds,JP,2022-05-22 19:38:20
598,Shalinskoye,55.7228,93.7594,53.89,55,100,5.08,overcast clouds,RU,2022-05-22 19:38:21
599,Mayo,38.8876,-76.5119,92.66,62,0,13.8,clear sky,US,2022-05-22 19:38:21
600,Camocim,-2.9022,-40.8411,78.85,87,53,5.26,broken clouds,BR,2022-05-22 19:35:01
601,Khorramshahr,30.4397,48.1664,89.56,19,0,6.91,clear sky,IR,2022-05-22 19:38:21
602,Daoukro,7.0591,-3.9631,69.39,98,99,2.28,overcast clouds,CI,2022-05-22 19:38:22
603,Sabha,27.0377,14.4283,79.56,9,4,10.63,clear sky,LY,2022-05-22 19:35:29
604,Denpasar,-8.65,115.2167,76.71,83,20,6.91,few clouds,ID,2022-05-22 19:38:22
605,Merauke,-8.4667,140.3333,79.05,84,24,12.15,few clouds,ID,2022-05-22 19:38:22
606,Yulara,-25.2406,130.9889,56.88,44,100,7.18,overcast clouds,AU,2022-05-22 19:35:48
607,Nordborg,55.0573,9.7408,57.06,76,99,1.14,overcast clouds,DK,2022-05-22 19:39:23
608,South Sioux City,42.4739,-96.4136,62.55,33,0,14.97,clear sky,US,2022-05-22 19:39:23
609,Kaeo,-35.1,173.7833,55.58,87,99,4.18,overcast clouds,NZ,2022-05-22 19:39:23
610,Calabozo,8.9242,-67.4293,96.91,28,89,6.06,overcast clouds,VE,2022-05-22 19:39:24
611,Neresnytsya,48.1181,23.7659,52.68,73,100,2.93,overcast clouds,UA,2022-05-22 19:39:24
612,Okato,-39.2,173.8833,48.69,70,75,11.05,broken clouds,NZ,2022-05-22 19:39:24
613,Tacoronte,28.4769,-16.4102,66.4,84,20,18.41,few clouds,ES,2022-05-22 19:39:25
614,Clearwater,27.9659,-82.8001,95.11,62,40,12.66,scattered clouds,US,2022-05-22 19:38:44
615,Deep River,46.1001,-77.4995,51.94,84,100,9.84,overcast clouds,CA,2022-05-22 19:39:25
616,Ishigaki,24.3448,124.1572,77.13,83,100,9.22,light rain,JP,2022-05-22 19:39:25
617,Farmington,36.7281,-108.2187,75.78,18,0,11.5,clear sky,US,2022-05-22 19:39:26
618,Nouadhibou,20.931,-17.0347,67.98,77,2,20.71,clear sky,MR,2022-05-22 19:39:26
619,Tehachapi,35.1322,-118.449,80.55,22,24,17.0,few clouds,US,2022-05-22 19:37:59
620,Vao,-22.6667,167.4833,74.91,86,100,8.3,overcast clouds,NC,2022-05-22 19:39:26
621,Yeppoon,-23.1333,150.7333,65.98,87,100,11.03,overcast clouds,AU,2022-05-22 19:39:27
622,Winneba,5.3511,-0.6231,75.88,86,100,7.16,overcast clouds,GH,2022-05-22 19:39:27
623,Beloha,-25.1667,45.05,65.43,88,5,7.14,clear sky,MG,2022-05-22 19:39:27
624,Shahrud,36.4182,54.9763,64.26,20,92,1.41,overcast clouds,IR,2022-05-22 19:39:28
625,Port Lincoln,-34.7333,135.8667,61.11,78,100,9.82,overcast clouds,AU,2022-05-22 19:39:28
626,Praia,14.9215,-23.5087,75.74,60,20,12.66,few clouds,CV,2022-05-22 19:39:28
627,Arzgir,45.3728,44.2206,58.89,79,89,9.37,overcast clouds,RU,2022-05-22 19:39:28
628,Adrar,20.5022,-10.0711,95.59,11,94,8.66,overcast clouds,MR,2022-05-22 19:39:29
629,Altay,47.8667,88.1167,64.56,28,79,5.84,broken clouds,CN,2022-05-22 19:39:29
630,Salinopolis,-0.6136,-47.3561,80.24,82,31,5.41,scattered clouds,BR,2022-05-22 19:39:29
631,Nicoya,10.1483,-85.452,86.72,64,89,6.53,overcast clouds,CR,2022-05-22 19:39:30
632,Ixtapa,20.7,-105.2,79.83,69,0,12.66,clear sky,MX,2022-05-22 19:39:30
633,Dao,11.3937,122.6856,74.01,91,97,3.24,overcast clouds,PH,2022-05-22 19:39:30
634,Abadan,30.3392,48.3043,89.55,19,0,6.91,clear sky,IR,2022-05-22 19:39:31
635,Dabhol,17.6,73.1667,81.73,80,6,6.76,clear sky,IN,2022-05-22 19:39:31
636,Warrington,53.3925,-2.5802,62.06,75,75,17.27,broken clouds,GB,2022-05-22 19:39:31
637,Gwadar,25.1216,62.3254,84.25,80,0,7.38,clear sky,PK,2022-05-22 19:39:32
638,Buala,-8.145,159.5921,80.11,79,9,5.57,clear sky,SB,2022-05-22 19:39:32
639,Jalu,29.0331,21.5482,75.72,23,0,10.16,clear sky,LY,2022-05-22 19:39:32
640,Kumluca,36.3703,30.2869,68.36,63,53,6.51,broken clouds,TR,2022-05-22 19:39:33
641,Feijo,-8.1642,-70.3536,81.88,69,68,2.59,broken clouds,BR,2022-05-22 19:39:33
642,Anadyr,64.75,177.4833,45.1,70,0,8.95,clear sky,RU,2022-05-22 19:35:46
643,Bhatapara,21.7333,81.9333,93.47,20,73,1.97,broken clouds,IN,2022-05-22 19:39:33
644,Amapa,1.0,-52.0,77.4,95,97,1.77,light rain,BR,2022-05-22 19:39:34
645,Bilibino,68.0546,166.4372,44.73,67,59,4.56,broken clouds,RU,2022-05-22 19:39:34
646,Loandjili,-4.7561,11.8578,75.0,84,84,7.23,broken clouds,CG,2022-05-22 19:39:34
647,Fort Nelson,58.8053,-122.7002,54.99,54,75,6.91,broken clouds,CA,2022-05-22 19:39:35
648,Bahce,37.1972,36.5766,55.51,91,57,6.85,broken clouds,TR,2022-05-22 19:39:35
649,Dandong,40.1292,124.3947,56.97,90,3,3.74,clear sky,CN,2022-05-22 19:39:35
650,Manzanillo,20.3433,-77.1167,90.84,47,100,6.64,overcast clouds,CU,2022-05-22 19:39:36
651,Yuzhno-Sukhokumsk,44.6581,45.6436,67.73,48,37,8.93,scattered clouds,RU,2022-05-22 19:39:36
652,Pangody,65.85,74.4859,45.61,83,93,19.75,overcast clouds,RU,2022-05-22 19:39:36
653,Cairo,30.0626,31.2497,76.05,35,0,8.05,clear sky,EG,2022-05-22 19:39:19
654,Karasjok,69.4719,25.5112,42.42,83,84,3.4,broken clouds,NO,2022-05-22 19:40:37
655,Antalaha,-14.9003,50.2788,71.78,83,21,6.98,few clouds,MG,2022-05-22 19:40:37
656,Sinop,41.7711,34.8709,53.46,61,24,5.23,few clouds,TR,2022-05-22 19:40:37
657,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,36.99,90,100,6.8,overcast clouds,RU,2022-05-22 19:40:37
658,Deputatskiy,69.3,139.9,28.76,92,87,2.91,overcast clouds,RU,2022-05-22 19:40:38
659,Zaraza,9.3503,-65.3245,93.87,35,100,3.0,overcast clouds,VE,2022-05-22 19:40:38
660,Sungairaya,0.7,108.9,78.85,89,82,2.82,broken clouds,ID,2022-05-22 19:40:39
661,Belle Fourche,44.6714,-103.8522,60.04,45,12,9.8,few clouds,US,2022-05-22 19:40:39
662,Baihar,22.1,80.55,87.3,26,99,3.89,overcast clouds,IN,2022-05-22 19:40:39
663,Horta,38.5333,-28.6333,64.04,100,75,2.3,light intensity drizzle,PT,2022-05-22 19:40:39
664,Manakara,-22.1333,48.0167,66.67,95,21,4.34,few clouds,MG,2022-05-22 19:40:40
665,Price,39.5994,-110.8107,67.12,13,20,11.5,few clouds,US,2022-05-22 19:40:40
666,Santa Rosa,14.3122,121.1114,80.58,92,95,0.83,overcast clouds,PH,2022-05-22 19:40:33
667,Xinzhou,38.4092,112.7333,61.59,60,100,1.86,overcast clouds,CN,2022-05-22 19:40:40
668,Carballo,43.213,-8.691,60.91,93,78,2.21,broken clouds,ES,2022-05-22 19:40:41
669,Komsomolskiy,40.4272,71.7189,54.32,82,40,0.0,scattered clouds,UZ,2022-05-22 19:40:41
670,Zyryanka,65.75,150.85,48.11,56,100,14.88,overcast clouds,RU,2022-05-22 19:40:41
671,Gopalpur,19.2667,84.9167,84.51,78,100,5.41,overcast clouds,IN,2022-05-22 19:40:42
672,Shelui,-4.3667,34.2,74.05,54,100,1.86,overcast clouds,TZ,2022-05-22 19:40:42
673,Zemio,5.0314,25.1361,73.63,74,100,2.46,overcast clouds,CF,2022-05-22 19:40:42
674,Camopi,3.1655,-52.3158,83.43,71,36,2.8,scattered clouds,GF,2022-05-22 19:40:43
675,Neiafu,-18.65,-173.9833,77.68,94,40,2.3,scattered clouds,TO,2022-05-22 19:40:43
676,Shimizu,43.0061,142.8847,53.96,87,99,0.27,overcast clouds,JP,2022-05-22 19:40:43
677,Crixas,-14.5489,-49.9692,82.56,27,45,3.69,scattered clouds,BR,2022-05-22 19:40:44
678,Porto Novo,6.4965,2.6036,80.42,85,75,5.75,broken clouds,BJ,2022-05-22 19:40:44
679,Abha,18.2164,42.5053,73.22,27,0,0.0,clear sky,SA,2022-05-22 19:40:44
680,Santa Fe Do Sul,-20.2111,-50.9258,74.39,36,0,3.13,clear sky,BR,2022-05-22 19:40:44
681,Mapiripan,2.8892,-72.1256,83.91,68,82,7.34,broken clouds,CO,2022-05-22 19:40:45
682,Anloga,5.7947,0.8973,79.54,78,73,6.13,broken clouds,GH,2022-05-22 19:40:45
683,Kerema,-7.9631,145.7785,78.87,85,63,1.36,broken clouds,PG,2022-05-22 19:40:45
684,Kyshtovka,56.555,76.6271,47.71,72,45,11.43,scattered clouds,RU,2022-05-22 19:40:46
685,Daru,-9.0763,143.2092,80.19,81,52,12.8,broken clouds,PG,2022-05-22 19:40:46
686,Havelock,34.8791,-76.9013,83.97,82,100,10.36,overcast clouds,US,2022-05-22 19:40:46
687,Okakarara,-20.5833,17.4333,51.19,36,0,6.13,clear sky,NA,2022-05-22 19:40:47
688,Sorland,67.667,12.6934,46.26,92,100,7.58,overcast clouds,NO,2022-05-22 19:40:47
689,Dawlatabad,36.4141,64.9053,64.29,29,0,4.99,clear sky,AF,2022-05-22 19:40:47
690,Nanganga,-10.3833,39.15,68.95,80,29,2.62,scattered clouds,TZ,2022-05-22 19:40:47
691,Southbridge,42.0751,-72.0334,94.26,55,81,7.72,broken clouds,US,2022-05-22 19:40:06
692,Road Town,18.4167,-64.6167,87.89,74,40,10.36,scattered clouds,VG,2022-05-22 19:36:07
693,Arica,-18.475,-70.3042,72.95,68,0,11.5,clear sky,CL,2022-05-22 19:40:48
694,Bayonne,43.3333,-1.4167,67.96,94,100,17.27,overcast clouds,FR,2022-05-22 19:40:48
695,Shirdi,19.7667,74.4833,79.02,66,0,15.57,clear sky,IN,2022-05-22 19:40:49
696,Dibulla,11.2725,-73.3091,90.34,55,22,9.17,few clouds,CO,2022-05-22 19:40:50
697,Victor Harbor,-35.5667,138.6167,56.68,83,14,8.41,few clouds,AU,2022-05-22 19:40:50
698,Ocos,14.5094,-92.1933,84.67,71,100,9.78,overcast clouds,GT,2022-05-22 19:40:51
699,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.21,80,7,14.79,clear sky,BR,2022-05-22 19:40:51
700,Andenes,69.3143,16.1194,44.58,100,100,4.61,overcast clouds,NO,2022-05-22 19:41:52
